Eatery ID,Name,Address,Latitude,Longitude,Category,Price Range,Postal Code,Hygiene Rating,Outdoor Seating,Family Friendly,Self Service
161,Coffee and Chill,"78 Shenton Way, #01-03, Singapore",1.2731741,103.8451987,"cafe, food, point_of_interest, establishment",1,068813,A,Yes,Yes,No
162,Positivity cafe,"76 Shenton Way, #01-04/05",1.2731276,103.8456335,"cafe, food, point_of_interest, establishment",1,079119,A,Yes,Yes,No
163,Yi Wan (Herbal) Bak Kut Teh,243 Cantonment Road,1.27474,103.841305,"cafe, store, food, point_of_interest, establishment",2,089770,A,No,No,Yes
164,Takagi Coffee 100 AM,"100 Tras Street, #01-14B",1.2745915,103.8435268,"cafe, store, restaurant, food, point_of_interest, establishment",2,079027,A,Yes,Yes,No
165,Big Bowl Ice,"1 Tanjong Pagar Plaza, #02-50",1.2748632,103.8426344,"cafe, food, point_of_interest, establishment",3,082001,A,Yes,No,Yes
166,Two Men Bagel House Tanjong Pagar,"16 Enggor Street, #01-12 Icon Village Altez",1.2744873,103.8443179,"cafe, bakery, store, restaurant, food, point_of_interest, establishment",2,079717,B,Yes,Yes,Yes
167,abseil,"70 Shenton Way, #01-14 Eon Shenton",1.2737911,103.8462356,"cafe, store, food, point_of_interest, establishment",4,079118,B,No,Yes,Yes
168,Kahve,"70 Shenton Way, #01-12",1.2738577,103.8463259,"cafe, food, point_of_interest, establishment",1,079118,C,No,No,No
169,My Little Coconut,"70 Shenton Way, #01-11, Singapore",1.2739068,103.8462175,"cafe, store, food, point_of_interest, establishment",4,079425,A,Yes,Yes,Yes
170,Double Shot Coffee Shenton,"70 Shenton Way, #01-05 Eon Shenton",1.2739078,103.8463478,"cafe, store, food, point_of_interest, establishment",3,079118,B,No,No,No
171,Café&Meal MUJI 100AM,100 Tras Street,1.2749455,103.8434094,"department_store, cafe, store, food, point_of_interest, establishment",1,Unknown,A,Yes,Yes,No
172,luckin coffee - 100AM,"100 Tras Street, #01-13A",1.2749455,103.8434094,"cafe, store, food, point_of_interest, establishment",2,Unknown,C,No,Yes,Yes
173,Wall St Cafe,165 Tanjong Pagar Road,1.274961,103.843575,"cafe, food, point_of_interest, establishment",2,088539,A,No,Yes,Yes
174,Cyberquest,165 Tanjong Pagar Road,1.2750309,103.8435508,"cafe, food, point_of_interest, establishment",3,079027,C,Yes,Yes,Yes
175,Old Chang Kee Coffee House,"1 Tanjong Pagar Plaza, #01-36, Singapore",1.2752938,103.8429773,"cafe, store, food, point_of_interest, establishment",1,082001,A,No,No,No
176,Ngo Meng Kim,Tanjong Pagar Plaza,1.275568,103.84247,"cafe, store, food, point_of_interest, establishment",4,081003,B,No,No,Yes
177,Foreground Coffee,"1 Tanjong Pagar Plaza, #02-06",1.2755841,103.8424828,"cafe, food, point_of_interest, establishment",3,088540,C,Yes,Yes,No
178,habit + matchabar (ICON),"12 Gopeng Street, #01-31/32 Icon Village",1.2753013,103.8443917,"cafe, restaurant, food, point_of_interest, establishment",1,078877,C,Yes,No,Yes
179,Old Tea Hut (MAS Building),"10 Shenton Way, #01-K2 MAS Building, Singapore",1.2748177,103.8467157,"cafe, store, food, point_of_interest, establishment",4,068808,A,Yes,Yes,No
180,Fei Ma Hakka Yong Tau Foo,"Blk 1 Tanjong Pagar Plaza , 02-04/05, Stall 3 Yi Ho Coffee Shop, Singapore",1.2762246,103.8424328,"restaurant, cafe, store, food, point_of_interest, establishment",4,088268,B,Yes,No,Yes
181,Earth Kitchen Cafe,10 Anson Road,1.2758761,103.8458687,"cafe, food, point_of_interest, establishment",2,079903,B,Yes,Yes,No
182,丹戎巴葛二楼咖啡店,,1.276295,103.8425468,"cafe, store, food, point_of_interest, establishment",3,082001,C,No,No,No
183,Yi Ho Eating House (億和餐室）- Tanjong Pagar,"1 Tanjong Pagar Plaza, #02-04/05",1.2763,103.8425897,"cafe, store, food, point_of_interest, establishment",2,082001,B,No,Yes,Yes
184,Bami Express,"Blk 5 Tanjong Pagar Plaza, #02-02",1.2762213,103.8430011,"cafe, food, point_of_interest, establishment",1,081005,C,No,Yes,No
185,Tuxedo Café & Pâtisserie at Carlton City Hotel,1 Gopeng Street,1.2761158,103.843632,"cafe, food, point_of_interest, establishment",3,078862,C,Yes,No,No
186,Muyun 茶舍,"Block 5 Tanjong Pagar Plaza, #01-02B, Singapore",1.2763368,103.8429097,"cafe, food, point_of_interest, establishment",3,081005,A,No,Yes,No
187,Coffee To Go Cafe,"10 Anson Road, #01-19 International Plaza, Singapore",1.2757024,103.8454382,"cafe, food, point_of_interest, establishment",1,079903,A,Yes,No,No
188,阿爷 (A Ye) Coffee & Toast,"10 Anson Road, #01-72 & 24 International Plaza, Singapore",1.2757346,103.8455938,"cafe, food, point_of_interest, establishment",2,079912,C,Yes,No,Yes
189,ae Singapore,"10 Anson Road, #01-16 International Plaza",1.2756998,103.8458098,"cafe, store, food, point_of_interest, establishment",2,079903,B,Yes,No,Yes
190,Frumpy,"10 Anson Road, #01-40 International Plaza, Singapore",1.2756998,103.8458098,"cafe, store, food, point_of_interest, establishment",1,079903,A,Yes,Yes,Yes
191,Old Tea Hut,77 Robinson Road,1.2777558,103.8482716,"meal_takeaway, cafe, store, restaurant, food, point_of_interest, establishment",4,068896,B,No,Yes,No
192,Coffee Hive (168 Robinson Rd) | Wide Range of Local Delights | Traditional Local Coffee,"168 Robinson Road, #01-08",1.2777366,103.8476215,"cafe, food, point_of_interest, establishment",2,068912,B,No,Yes,Yes
193,Pot & Wok Cafe,"8 Shenton Way, #B1-10 068811",1.275843,103.8472667,"cafe, food, point_of_interest, establishment",3,068811,C,Yes,No,No
194,Trung Nguyen Coffee Singapore,"10 Anson Road, #01 -31 International Plaza",1.2756998,103.8458098,"cafe, store, food, point_of_interest, establishment",1,079903,B,Yes,No,Yes
195,illy,7 Shenton Way,1.2762132,103.8486324,"cafe, food, point_of_interest, establishment",4,068810,B,Yes,Yes,No
196,Local Coffee People International Plaza,"10 Anson Road, #01-55 International Plaza",1.275868,103.8461239,"cafe, food, point_of_interest, establishment",2,079903,A,No,Yes,Yes
197,Singa-Viet Fusion Authentic Vietnam Cuisine,10 Anson Road,1.2758479,103.8459709,"cafe, store, food, point_of_interest, establishment",3,079903,C,Yes,Yes,Yes
198,Bakerz Cafe,"10 Anson Road, Singapore",1.275848,103.845971,"cafe, food, point_of_interest, establishment",1,079903,B,Yes,No,No
199,Miko Cake House,"10 Anson Road, Singapore",1.275848,103.845971,"cafe, store, food, point_of_interest, establishment",1,079903,B,No,No,No
200,Hooked,10 Anson Road,1.2759887,103.8459955,"cafe, food, point_of_interest, establishment",1,079903,C,Yes,No,Yes
201,Dimbulah Coffee Head Office,"10 Anson Road, #28-06B International Plaza",1.2760651,103.8458395,"cafe, food, point_of_interest, establishment",2,079903,C,Yes,Yes,No
202,Supergreen (International Plaza),"10 Anson Road, #01-39 International Plaza",1.2762463,103.8464514,"cafe, restaurant, food, point_of_interest, establishment",1,Unknown,A,Yes,No,No
203,Alchemist International Plaza,"10 Anson Road, #01-34 International Plaza",1.276175,103.846023,"cafe, store, food, point_of_interest, establishment",4,079903,A,Yes,No,No
204,Kopifellas,"10 Anson Road, #01-11 International Plaza",1.276166,103.84581,"cafe, food, point_of_interest, establishment",2,079903,A,Yes,No,No
205,Kora Bakehouse,"10 Anson Road, #01-03",1.2762683,103.846137,"cafe, food, point_of_interest, establishment",3,079903,C,Yes,Yes,No
206,No Name Cafe,"31 Marina Coastal Drive, #01-08 Pier, Singapore",1.270472,103.8630509,"cafe, store, food, point_of_interest, establishment",1,018988,B,Yes,No,Yes
207,The Autobus,"6A Shenton Way, #01-01 Downtown Gallery",1.2767137,103.8482068,"restaurant, liquor_store, cafe, bar, store, food, point_of_interest, establishment",2,068807,A,No,No,Yes
208,"Joe & Dough, CapitaSky","79 Robinson Road, #02-03, Bridge+",1.2766976,103.8478668,"cafe, food, point_of_interest, establishment",2,068807,A,No,No,No
209,PSA Canteen 2,Pasir Panjang Terminal Avenue 3,1.2779683,103.7629154,"cafe, point_of_interest, food, establishment",1,Unknown,A,No,No,No
210,Coffee Point Eating House,"Pasir Panjang Wholesale Centre , block 1 Wholesale Centre S)110001, #1",1.2852055,103.7791866,"cafe, food, point_of_interest, store, establishment",3,110001,B,No,No,Yes
211,HooHa Cafe,"3 South Buona Vista Road, #01-01/02/03/04/#B1-05/06/11/54 Viva Vista Mall",1.279714,103.7860135,"restaurant, cafe, food, point_of_interest, establishment",1,118136,B,Yes,Yes,No
212,Pantry,"218 Pasir Panjang Road, #01-05, Singapore",1.2792617,103.7859138,"cafe, store, food, point_of_interest, establishment",3,118579,B,Yes,Yes,No
213,Ji Yue Coffee (集月咖啡),"3 South Buona Vista Road, #01-13/14 Viva Vista",1.279714,103.7860135,"cafe, store, food, point_of_interest, establishment",4,118136,A,No,No,Yes
214,XO Cafe,"3 South Buona Vista Road, #01-41 Viva Vista",1.2797319,103.7860301,"cafe, store, food, point_of_interest, establishment",3,118136,A,No,No,Yes
215,Baker & Cook - South Buona Vista,38 South Buona Vista Road,1.2807924,103.7870563,"cafe, bakery, store, food, point_of_interest, establishment",2,118164,B,Yes,No,No
216,Cafe 1937,262 Pasir Panjang Road,1.2840839,103.7819222,"cafe, food, point_of_interest, establishment",4,118628,C,No,No,No
217,365 Quick Bites @ mCube,"30 Science Park Road, #01-15 CSIT Building",1.2861342,103.7825997,"cafe, food, point_of_interest, establishment",2,117512,B,Yes,No,Yes
218,365 Your Everyday Food,"20 Science Park Road, #02-38 Teletech Park",1.2868545,103.7817143,"cafe, meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",1,Unknown,C,No,Yes,Yes
219,Starbucks,"45 Science Park Road, #01 - 01",1.28737,103.7827895,"cafe, store, food, point_of_interest, establishment",2,117407,C,Yes,Yes,Yes
220,The Social Kitchen,396 Alexandra Road,1.2783337,103.8024276,"cafe, food, point_of_interest, store, establishment",3,119954,C,No,Yes,No
221,Carona Cafeteria Pte Ltd,"Science Hub #02-02, 87 Science Park Drive (S)118260, Singapore Science Park 1",1.2875481,103.7902854,"cafe, food, point_of_interest, establishment",2,118260,B,Yes,No,Yes
222,MeetYouCafe,"63 Normanton Park, #01-86, Singapore",1.28759,103.7919885,"cafe, food, point_of_interest, establishment",3,117286,B,No,No,Yes
223,Kopifellas,"87 Science Park Drive, #01-04, Oasis Singapore Science Park 1",1.2878762,103.7904631,"cafe, store, food, point_of_interest, establishment",3,118260,C,No,Yes,Yes
224,The Alkaff Mansion,10 Telok Blangah Green,1.2788134,103.8131511,"cafe, bar, restaurant, food, point_of_interest, establishment",4,109178,B,Yes,Yes,No
225,Danger Close Beverage Company,"120 Bukit Merah Lane 1, #01-05",1.2860934,103.8045389,"cafe, food, point_of_interest, establishment",3,150120,C,No,Yes,No
226,Hoki Teochew Style Rice,"61 Telok Blangah Heights, Block 61, Singapore",1.2757812,103.8120747,"cafe, food, point_of_interest, store, establishment",2,100061,A,Yes,Yes,No
227,Yi Fu Coffeeshop (億福饮食),"61 Telok Blangah Heights, #01-121",1.2756062,103.8124776,"cafe, food, point_of_interest, store, establishment",4,100061,A,Yes,No,Yes
228,Prawn Fresh Porky Prawn Noodle,61 Telok Blangah Heights,1.2756139,103.8125074,"cafe, food, point_of_interest, store, establishment",4,100061,A,No,Yes,Yes
229,Central Park Food Court,"3 Depot Close, #04-01, Singapore",1.2832241,103.8068716,"cafe, food, point_of_interest, establishment",3,109840,A,No,Yes,Yes
230,"Nomad - Pasta, Pizza & Salad Bar","108 Depot Road, #01-02",1.2812002,103.8100719,"cafe, food, point_of_interest, establishment",3,100108,B,No,No,Yes
231,Hong Kong Street Chun Kee,"125 Bukit Merah Lane 1, #01-190, Singapore",1.285313,103.8025993,"cafe, food, point_of_interest, store, establishment",1,150125,A,No,Yes,Yes
232,Wong Kee Wanton Noodle,108 Depot Road,1.2813034,103.8101301,"cafe, food, point_of_interest, store, establishment",2,100108,B,No,Yes,Yes
233,The Home Taste 家味,127 Bukit Merah Lane 1,1.2851012,103.8030112,"cafe, food, point_of_interest, store, establishment",1,150127,B,No,Yes,Yes
234,Yay 这样FUN - 椰漿飯 (Nasi Lemak),125 Bukit Merah Lane 1,1.285184,103.8029252,"cafe, food, point_of_interest, store, establishment",1,150126,B,No,Yes,No
235,Crazie Chef Cuisine,"164 Bukit Merah Central, ACX Foodcourt",1.2833836,103.8168058,"cafe, store, food, point_of_interest, establishment",1,150165,A,No,No,No
236,Han's Cafe (Bukit Merah),"Blk 169 Jalan Bukit Merah, #01-21",1.2833708,103.8192604,"cafe, restaurant, food, point_of_interest, establishment",2,150169,A,No,Yes,Yes
237,Geometry (Bukit Merah),"2 Jalan Bukit Merah, #01-5142, Singapore",1.2866322,103.8071682,"cafe, store, food, point_of_interest, establishment",2,150002,B,No,No,No
238,The Art Faculty,"20 Lengkok Bahru, #01-07",1.287011,103.8139969,"store, art_gallery, cafe, food, point_of_interest, establishment",4,Unknown,C,No,No,Yes
239,Telok Blangah Food House,"12 Telok Blangah Crescent, Block 12, Singapore",1.2771195,103.81943,"cafe, point_of_interest, food, store, establishment",1,090012,C,No,Yes,Yes
240,Arbora @ Mount Faber Peak,"109 Mount Faber Road, Mount Faber Peak",1.2712866,103.8192883,"restaurant, cafe, food, point_of_interest, establishment",2,099203,A,No,Yes,Yes
241,Wildseed Café at The Alkaff Mansion,10 Telok Blangah Green,1.278877,103.813289,"cafe, food, point_of_interest, establishment",4,109178,A,Yes,No,No
242,Island Bowlers Bistro,"2 Telok Blangah Way, #02-06 Superbowl Safra Mount Faber",1.2774606,103.8172191,"cafe, food, point_of_interest, establishment",1,098803,A,No,No,No
243,Heavenly Wang,"2 Telok Blangah Way, Singapore",1.2776123,103.8172878,"cafe, food, point_of_interest, establishment",3,098803,A,No,No,No
244,SWK Noodle,"2 Telok Blangah Way, Singapore",1.2777554,103.8172304,"cafe, food, point_of_interest, store, establishment",3,098803,C,Yes,No,Yes
245,Plain Vanilla Tiong Bahru,1D Yong Siak Street,1.2823481,103.8305203,"cafe, bakery, meal_takeaway, store, restaurant, food, point_of_interest, establishment",2,168641,A,Yes,No,No
246,Creamier Handcrafted Ice Cream and Coffee (Tiong Bahru),"78 Yong Siak Street, #01-18",1.2828794,103.8303658,"cafe, store, food, point_of_interest, establishment",2,163078,C,Yes,No,Yes
247,FLOCK CAFE,"01-25 Tiong Bahru Estate, 78 Moh Guan Terrace, #01-25 Block 78",1.2836003,103.8302645,"cafe, food, point_of_interest, establishment",2,162078,B,Yes,No,No
248,Kaffe & Toast 1 Hosp Dr,"1, Block 4 Hospital Drive, #01-100 SGH, Singapore",1.2794153,103.8350121,"cafe, food, point_of_interest, establishment",4,169854,A,No,Yes,No
249,Toast Box (Tiong Bahru Plaza),"302 Tiong Bahru Road, #01-110 Tiong Bahru Plaza, Singapore",1.2862231,103.8273809,"cafe, store, food, point_of_interest, establishment",1,168732,B,No,No,No
250,111 Coffee Shop,"111 Jalan Bukit Merah, Singapore",1.2801667,103.8264873,"cafe, store, food, point_of_interest, establishment",4,160111,A,Yes,Yes,No
251,Fish soup and pork leg rice,"Telok Blangah Rise, シンガポール",1.2727546,103.8212924,"cafe, store, food, point_of_interest, establishment",3,098890,C,Yes,Yes,No
252,Public’s Curry Rice,"36 Telok Blangah Rise, #01-32 Market & Food Centre",1.2724581,103.821933,"cafe, store, food, point_of_interest, establishment",1,090038,C,No,No,Yes
253,Tiong Bahru Bakery,"56 Eng Hoon Street, #01-70",1.284454,103.8336531,"cafe, bakery, meal_delivery, meal_takeaway, store, restaurant, food, point_of_interest, establishment",2,160056,C,Yes,Yes,Yes
254,Orchid Thai,"Bowyer Block level 1, Singapore General Hospital",1.2803924,103.836116,"cafe, food, point_of_interest, establishment",2,168753,B,No,Yes,No
255,The Populus,146 Neil Road,1.2782503,103.8406393,"cafe, store, restaurant, food, point_of_interest, establishment",2,088875,A,No,No,No
256,Drips Bakery Bistro @ Tiong Bahru,"82 Tiong Poh Road, #01-05",1.2835972,103.8340208,"bakery, cafe, food, point_of_interest, store, establishment",2,160082,A,No,No,No
257,Tiong Bahru Yong Tao Hu 中峇魯釀豆腐,"56 Eng Hoon Street, #01-46, Singapore",1.2839149,103.8341124,"cafe, food, point_of_interest, store, establishment",1,169793,A,No,No,No
258,Monument Lifestyle at Duxton Road,"75 Duxton Road, Singapore",1.2782991,103.8430824,"cafe, food, point_of_interest, establishment",2,089534,A,No,Yes,Yes
259,Rudy Sports Cafe,74 Duxton Road,1.2782472,103.8431477,"cafe, bakery, restaurant, food, point_of_interest, store, establishment",2,089534,A,No,No,Yes
260,Apiary,"84 Neil Road, Singapore",1.2795689,103.8422751,"cafe, restaurant, food, point_of_interest, store, establishment",1,088844,A,Yes,No,No
261,Caffe Pralet,"17 Eng Hoon Street, #01-04 Eng Hoon Mansions",1.2835634,103.8344442,"cafe, food, point_of_interest, establishment",2,169767,A,No,Yes,No
262,Yixing Xuan Teahouse,78 Tanjong Pagar Road,1.27854,103.8438256,"cafe, food, point_of_interest, store, establishment",2,088499,C,No,Yes,No
263,Ed's Place,"20 Maxwell Road, #01-11",1.2789778,103.8447537,"cafe, food, point_of_interest, establishment",3,069113,A,Yes,Yes,No
264,Angie's Oyster Bar & Grill,"313 Outram Road, #02-01 Tan Boon Liat Building",1.2871692,103.8346657,"cafe, bar, restaurant, food, point_of_interest, establishment",1,169073,A,Yes,Yes,Yes
265,Ah Chiang's Porridge,65 Tiong Poh Road,1.2831795,103.8331098,"cafe, restaurant, food, point_of_interest, store, establishment",1,160065,A,No,No,Yes
266,Yi Jia Food House,"109 Bukit Purmei Road, #01-157",1.2739248,103.8258422,"cafe, food, point_of_interest, store, establishment",3,Unknown,A,No,Yes,No
267,1981 Kelvin's Grill,109 Bukit Purmei Road,1.2739892,103.8258487,"cafe, food, point_of_interest, store, establishment",3,Unknown,A,Yes,No,Yes
268,开发武吉宝美卤面,109 Bukit Purmei Avenue,1.273986,103.8257338,"cafe, food, point_of_interest, store, establishment",1,Unknown,B,No,No,Yes
269,Wonderful Coffee Shop,"112 Bukit Purmei Road, Block 112",1.2744454,103.8255862,"cafe, food, point_of_interest, store, establishment",4,099840,B,No,No,No
270,Yummy Braised Duck Soya Chicken,112 Bukit Purmei Road,1.2744763,103.8255818,"cafe, food, point_of_interest, store, establishment",1,099840,B,No,Yes,No
271,Zao Wan Jian Mian,"Blk 148 Silat Avenue, Singapore",1.2769646,103.8309057,"cafe, food, point_of_interest, store, establishment",3,160148,C,No,Yes,Yes
272,Kopi Haus 咖啡世家 by Killiney Go,"148 Silat Avenue, Block 148",1.2769646,103.8309057,"cafe, food, point_of_interest, store, establishment",1,160148,C,Yes,Yes,Yes
273,Humful Char Kway Teow,"146 Jalan Bukit Merah, Block 146",1.2776898,103.8309256,"cafe, food, point_of_interest, store, establishment",4,160146,C,No,Yes,No
274,Four Eyes kitchen 四眼仔,"146 Jalan Bukit Merah, Block 146, Singapore",1.2776918,103.8311055,"cafe, food, point_of_interest, store, establishment",1,160147,B,Yes,No,No
275,Coffee & Tea @ Jalan Bukit Merah,"146 Jalan Bukit Merah, #01-1068, Singapore",1.2776995,103.8312026,"cafe, food, point_of_interest, store, establishment",2,160147,B,Yes,Yes,Yes
276,Hungry Boy 146,"146 Jalan Bukit Merah, Block 146, Singapore",1.277729,103.8311129,"cafe, food, point_of_interest, store, establishment",1,160147,A,Yes,Yes,Yes
